Record_ID,Date,Time,Shift,HX_ID,Operator_ID,Hot_Fluid,Hot_Inlet_Temp_C,Hot_Outlet_Temp_C,Hot_Pressure_bar,Hot_Flow_Rate_kg_hr,Cold_Fluid,Cold_Inlet_Temp_C,Cold_Outlet_Temp_C,Cold_Pressure_bar,Cold_Flow_Rate_kg_hr,Heat_Duty_kW,LMTD_C,U_Value_W_m2K,Reynolds_Number,Effectiveness_pct,Thermal_Efficiency_pct,Fouling_Factor_m2K_W,Pressure_Drop_Shell_bar,Pressure_Drop_Tube_bar,Cooling_Water_Makeup_pct,Operating_Hours,Days_Since_Cleaning,Last_Maintenance_Date,Maintenance_Required,Alarm_Count,Sensor_Status,Equipment_Health_Score,Failure_Risk,Ambient_Temp_C,Relative_Humidity_pct,Electricity_Consumption_kWh,Energy_Loss_kW,Failure_Within_7Days
REC-01518,2023-07-09,15:00,B,HX-695-A,OP-012,Propylene,54.42,36.33,17.19,9140.3,Cooling Water,27.81,33.33,3.38,17520.6,112.5,13.87,645.3,3000,68.0,68.21,0.0003871,0.35,0.893,2.39,1650.0,68.75,2023-05-01,Yes,0,Normal,26.8,High,33.02,45.5,42.65,1917.9,1
REC-01519,2023-07-09,18:00,C,HX-695-A,OP-009,Propylene,52.39,37.53,16.6,9558.4,Cooling Water,31.07,35.91,3.59,17171.0,96.7,10.7,649.0,3000,69.61,70.45,0.0003883,0.333,0.88,2.1,1653.0,68.88,2023-05-01,Yes,1,Normal,26.1,High,37.98,55.3,44.09,1927.8,1
REC-01519,2023-07-09,18:00,C,HX-695-A,OP-009,Propylene,52.39,37.53,16.6,9558.4,Cooling Water,31.07,35.91,3.59,17171.0,96.7,10.7,649.0,3000,69.61,70.45,0.0003883,0.333,0.88,2.1,1653.0,68.88,2023-05-01,Yes,1,Normal,26.1,High,37.98,55.3,44.09,1927.8,1
REC-01520,2023-07-09,21:00,C,HX-695-A,OP-003,Propylene,52.36,35.1,17.15,9796.8,Cooling Water,27.12,32.33,3.33,18997.7,115.1,13.09,652.1,3000,68.57,68.05,0.0003881,0.367,0.91,2.45,1656.0,69.0,2023-05-01,Yes,1,Normal,23.9,High,32.27,44.2,43.91,1916.3,1
REC-01521,2023-07-10,00:00,A,HX-695-A,OP-001,Propylene,51.68,36.22,16.67,9811.6,Cooling Water,28.75,33.55,3.49,18495.0,103.3,12.02,653.0,3000,68.18,68.46,0.000375,0.367,0.891,2.35,1659.0,69.13,2023-05-01,Yes,1,Warning,26.3,High,34.93,48.0,52.43,1928.2,1
REC-01522,2023-07-10,03:00,A,HX-695-A,OP-010,Propylene,54.4,36.79,16.84,9791.8,Cooling Water,29.28,34.9,3.31,17944.3,117.3,12.57,656.2,3000,70.35,68.45,0.0003919,0.382,0.94,2.13,1662.0,69.25,2023-05-01,Yes,2,Warning,23.2,High,34.76,57.6,39.41,1910.1,1
REC-01523,2023-07-10,06:00,A,HX-695-A,OP-011,Propylene,52.86,36.49,16.14,9785.9,Cooling Water,28.57,33.8,3.12,17912.9,109.0,12.68,642.2,3000,66.69,65.93,0.0003882,0.366,0.85,2.23,1665.0,69.38,2023-05-01,Yes,1,Normal,25.0,High,35.81,41.3,49.78,1917.3,1
REC-01524,2023-07-10,09:00,B,HX-695-A,OP-010,Propylene,52.9,,16.23,9793.6,Cooling Water,29.74,34.78,3.28,17425.1,102.1,12.28,640.2,3000,66.18,66.46,0.0003932,0.387,0.92,2.69,1668.0,69.5,2023-05-01,Yes,0,Normal,25.3,High,37.22,47.0,43.42,1928.7,1
REC-01525,2023-07-10,12:00,B,HX-695-A,OP-009,Propylene,54.8,38.69,17.16,10197.0,Cooling Water,30.69,36.17,3.35,17547.4,111.8,12.57,627.6,3000,66.78,66.36,0.0003942,0.357,0.968,2.36,1671.0,69.63,2023-05-01,Yes,0,Normal,26.7,High,34.99,54.0,39.56,1920.7,1
REC-01526,2023-07-10,15:00,B,HX-695-A,OP-011,Propylene,55.15,37.57,16.42,9597.2,Cooling Water,28.78,34.41,3.02,17564.2,114.8,13.92,636.8,3000,66.11,65.96,0.0003976,0.35,0.931,2.22,1674.0,69.75,2023-05-01,Yes,3,Normal,22.3,High,36.57,58.9,41.94,1918.5,1
REC-01527,2023-07-10,18:00,C,HX-695-A,OP-001,Propylene,54.0,34.43,16.21,9521.1,Cooling Water,28.97,34.96,3.4,18211.2,126.8,10.87,849.7,18693,77.8,78.05,0.0,0.224,0.32,1.47,2.6,0.11,2023-07-10,No,0,Normal,100.0,Low,34.86,58.1,42.96,1904.3,0
REC-01528,2023-07-10,21:00,C,HX-695-A,OP-001,Propylene,55.31,35.4,17.06,9791.3,Cooling Water,30.22,36.48,3.52,18224.2,132.7,10.57,856.6,19302,79.68,80.08,2.6e-06,0.218,0.357,1.9,5.6,0.23,2023-07-10,No,0,Warning,100.0,Low,35.11,45.4,45.84,1895.7,0
REC-01529,2023-07-11,00:00,A,HX-695-A,OP-010,Propylene,53.3,34.21,16.35,9649.9,Cooling Water,30.01,35.79,3.4,18649.5,125.3,9.33,860.3,18289,82.06,80.07,3.5e-06,0.197,0.355,2.07,8.6,0.36,2023-07-10,No,0,Normal,98.9,Low,36.79,51.4,32.72,1907.0,0
REC-01530,2023-07-11,03:00,A,HX-695-A,OP-002,Propylene,55.11,34.07,16.24,9941.0,Cooling Water,28.65,35.71,3.56,17331.4,142.3,10.96,850.1,18828,79.26,79.26,5.3e-06,0.191,0.393,2.25,11.6,0.48,2023-07-10,No,0,Normal,96.3,Low,33.8,44.5,41.79,1891.3,0
REC-01531,2023-07-11,06:00,A,HX-695-A,OP-007,Propylene,52.4,34.66,16.37,9809.7,Cooling Water,30.48,36.28,3.22,17579.7,118.4,8.84,860.2,21782,80.71,79.89,2.9e-06,0.228,0.32,2.54,14.6,0.61,2023-07-10,No,1,Normal,100.0,Low,36.03,51.0,44.11,1910.1,0
REC-01532,2023-07-11,09:00,B,HX-695-A,OP-005,Propylene,53.06,34.87,16.78,9524.1,Cooling Water,29.64,35.29,3.25,17952.5,117.9,10.25,843.8,22354,76.85,78.31,8.3e-06,0.239,0.341,1.83,17.6,0.73,2023-07-10,No,0,Normal,99.9,Low,36.82,49.9,40.48,1910.4,0
REC-01533,2023-07-11,12:00,B,HX-695-A,OP-002,Propylene,52.87,33.4,16.82,10164.3,Cooling Water,28.65,35.04,3.69,18132.8,134.7,9.88,848.8,15422,79.52,81.2,1.02e-05,0.2,0.385,2.12,20.6,0.86,2023-07-10,No,0,Normal,98.5,Low,34.8,57.3,42.76,1892.1,0
REC-01534,2023-07-11,15:00,B,HX-695-A,OP-004,Propylene,55.69,35.56,16.21,9692.8,Cooling Water,30.24,36.6,3.7,17957.1,132.8,10.78,842.0,20860,79.18,79.76,3.4e-06,0.229,0.349,1.29,23.6,0.98,2023-07-10,No,0,Normal,96.3,Low,33.95,56.8,43.3,1898.5,0
REC-01535,2023-07-11,18:00,C,HX-695-A,OP-002,Propylene,55.96,34.32,16.09,9639.6,Cooling Water,29.26,36.06,3.68,17965.8,142.0,10.84,,19393,80.69,79.43,9.9e-06,0.224,0.421,1.97,26.6,1.11,2023-07-10,No,0,Normal,96.8,Low,35.81,59.0,40.71,1889.6,0
REC-01536,2023-07-11,21:00,C,HX-695-A,OP-003,Propylene,58.03,34.71,15.68,9161.2,Cooling Water,28.9,35.98,3.5,17653.5,145.4,12.17,840.7,14776,79.56,79.03,2.01e-05,0.249,0.441,1.67,29.6,1.23,2023-07-10,No,0,Normal,99.9,Low,34.98,58.2,44.14,1882.2,0
REC-01537,2023-07-12,00:00,A,HX-695-A,OP-012,Propylene,53.21,33.06,17.0,9542.4,Cooling Water,28.33,34.6,3.44,17930.3,130.9,10.13,870.3,20348,80.92,81.22,9e-07,0.264,0.397,1.51,32.6,1.36,2023-07-10,No,0,Normal,96.8,Low,35.4,59.3,44.69,1900.6,0
REC-01538,2023-07-12,03:00,A,HX-695-A,OP-011,Propylene,,33.7,16.52,9468.0,Cooling Water,28.96,35.16,3.26,17624.6,127.2,10.04,854.7,19993,80.23,81.83,6.4e-06,0.22,0.326,2.17,35.6,1.48,2023-07-10,No,0,Normal,97.6,Low,33.54,56.0,42.65,1901.9,0
REC-01539,2023-07-12,06:00,A,HX-695-A,OP-011,Propylene,55.1,35.75,17.82,9551.5,Cooling Water,30.68,37.04,3.45,17006.7,125.8,10.22,846.1,21161,79.04,77.88,1.1e-05,0.239,0.384,1.36,38.6,1.61,2023-07-10,No,0,Normal,97.5,Low,36.93,59.5,43.28,1900.5,0
REC-01540,2023-07-12,09:00,B,HX-695-A,OP-011,Propylene,53.5,34.73,16.77,9465.4,Cooling Water,29.92,35.76,3.5,17789.9,120.9,9.91,853.3,14240,80.45,79.35,2.34e-05,0.236,0.386,2.49,41.6,1.73,2023-07-10,No,0,Normal,95.2,Low,35.43,59.6,43.41,1904.9,0
REC-01541,2023-07-12,12:00,B,HX-695-A,OP-005,Propylene,52.97,34.98,16.35,10006.6,Cooling Water,29.98,36.05,3.14,17354.7,122.6,9.78,834.1,15768,78.63,75.4,2.39e-05,0.224,0.379,1.48,44.6,1.86,2023-07-10,No,1,Normal,,Low,36.73,49.6,46.38,1909.5,0
REC-01542,2023-07-12,15:00,B,HX-695-A,OP-012,Propylene,53.59,33.68,16.45,10351.1,Cooling Water,29.02,36.27,3.63,16626.8,140.3,9.65,857.4,19161,79.23,79.58,1.3e-05,0.189,0.397,1.69,47.6,1.98,2023-07-10,No,0,Warning,96.2,Low,35.22,51.1,44.1,1889.6,0
REC-01543,2023-07-12,18:00,C,HX-695-A,OP-009,Propylene,54.33,34.1,16.31,10286.0,Cooling Water,28.78,35.2,3.46,18966.1,141.6,10.79,851.6,14733,79.46,78.23,1.68e-05,0.207,0.389,1.98,50.6,2.11,2023-07-10,No,0,Normal,99.9,Low,34.68,48.6,42.02,1882.2,0
REC-01544,2023-07-12,21:00,C,HX-695-A,OP-008,Propylene,52.97,32.69,16.52,9352.0,Cooling Water,28.27,34.31,3.55,18372.7,129.1,9.88,859.8,17237,81.63,80.56,7.5e-06,0.237,0.347,2.12,53.6,2.23,2023-07-10,No,0,Normal,98.9,Low,36.03,54.5,44.24,1895.5,0
REC-01545,2023-07-13,00:00,A,HX-695-A,OP-010,Propylene,54.51,35.22,16.39,9653.0,Cooling Water,29.86,35.87,3.63,18116.7,126.7,10.66,849.3,14184,78.58,78.25,,0.229,0.377,2.1,56.6,2.36,2023-07-10,No,0,Normal,94.5,Low,37.76,56.0,34.88,1901.5,0
REC-01546,2023-07-13,03:00,A,HX-695-A,OP-004,Propylene,54.14,34.52,16.22,10042.7,Cooling Water,29.16,35.73,3.46,17562.5,134.1,10.57,834.7,19148,78.6,78.76,2.18e-05,0.233,0.387,1.71,59.6,2.48,2023-07-10,No,0,Warning,,Low,34.97,44.5,36.17,1899.0,0
REC-01547,2023-07-13,06:00,A,HX-695-A,OP-011,Propylene,54.05,34.33,16.32,10002.9,Cooling Water,29.01,35.46,3.31,17905.9,134.2,10.6,853.7,16171,79.09,77.69,1.3e-05,0.256,0.382,1.91,62.6,2.61,2023-07-10,No,0,Normal,100.0,Low,34.26,56.4,44.52,1895.5,0
REC-01548,2023-07-13,09:00,B,HX-695-A,OP-007,Propylene,54.39,35.06,16.61,10116.9,Cooling Water,30.0,36.44,3.44,17771.4,133.1,10.18,842.7,18111,78.93,79.1,1.85e-05,0.225,0.366,2.32,65.6,2.73,2023-07-10,No,0,Normal,97.5,Low,34.8,58.0,47.6,1896.3,0
REC-01549,2023-07-13,12:00,B,HX-695-A,OP-010,Propylene,55.97,35.75,16.12,9706.6,Cooling Water,30.5,36.9,3.62,17957.2,133.6,10.71,846.9,15549,79.1,79.17,1.9e-05,0.25,0.377,1.97,68.6,2.86,2023-07-10,No,0,Warning,94.0,Low,37.79,51.2,37.84,1896.5,0
REC-01550,2023-07-13,15:00,B,HX-695-A,OP-009,Propylene,55.68,34.66,16.12,9895.5,Cooling Water,28.61,35.59,3.31,17435.1,141.6,11.7,829.0,9669,76.89,78.24,3.43e-05,0.262,0.419,2.14,71.6,2.98,2023-07-10,No,0,Normal,92.9,Low,34.4,42.6,47.6,1882.1,0
REC-01551,2023-07-13,18:00,C,HX-695-A,OP-006,Propylene,52.48,35.54,16.22,9407.3,Cooling Water,30.27,35.6,3.44,17481.6,108.5,9.97,821.2,7844,76.11,77.83,3.25e-05,0.227,0.332,1.89,74.6,3.11,2023-07-10,No,0,Normal,96.7,Low,34.93,48.1,41.59,1924.0,0
REC-01552,2023-07-13,21:00,C,HX-695-A,OP-011,Propylene,53.64,35.19,15.67,8942.3,Cooling Water,30.15,35.59,3.67,17749.1,112.3,10.19,848.2,12883,78.12,79.66,2.32e-05,0.253,0.363,2.46,77.6,3.23,2023-07-10,No,0,Normal,99.8,Low,36.46,51.5,,1915.6,0
REC-01553,2023-07-14,00:00,A,HX-695-A,OP-002,Propylene,54.75,36.27,16.47,9618.5,Cooling Water,31.29,36.79,3.44,18924.8,120.9,10.12,831.6,11738,78.45,79.22,,0.174,0.368,1.84,80.6,3.36,2023-07-10,No,0,Normal,92.4,Low,37.87,45.5,44.23,1908.3,0
REC-01554,2023-07-14,03:00,A,HX-695-A,OP-012,Propylene,52.53,35.87,16.64,9697.5,Cooling Water,31.62,36.7,3.71,18589.3,109.9,8.81,851.1,7876,80.24,80.19,3.25e-05,0.234,0.363,1.74,83.6,3.48,2023-07-10,No,1,Warning,87.7,Low,35.62,60.0,41.1,1924.3,0
REC-01555,2023-07-14,06:00,A,HX-695-A,OP-007,Propylene,54.93,35.2,16.47,9959.8,Cooling Water,30.46,37.19,3.47,17098.8,133.8,9.84,846.0,17524,79.58,81.0,1.7e-05,0.212,0.403,2.55,86.6,3.61,2023-07-10,No,0,Normal,,Low,35.48,51.3,45.65,1895.1,0
REC-01556,2023-07-14,09:00,B,HX-695-A,OP-008,Propylene,53.58,34.01,16.63,10090.2,Cooling Water,29.25,35.74,3.28,17816.9,134.4,9.9,854.8,14542,80.04,80.5,1.72e-05,0.207,0.374,1.73,89.6,3.73,2023-07-10,No,0,Normal,98.7,Low,35.12,53.4,49.85,1904.8,0
REC-01556,2023-07-14,09:00,B,HX-695-A,OP-008,Propylene,53.58,34.01,16.63,10090.2,Cooling Water,29.25,35.74,3.28,17816.9,134.4,9.9,854.8,14542,80.04,80.5,1.72e-05,0.207,0.374,1.73,89.6,3.73,2023-07-10,No,0,Normal,98.7,Low,35.12,53.4,49.85,1904.8,0
REC-01557,2023-07-14,12:00,B,HX-695-A,OP-004,Propylene,54.43,35.9,16.71,10244.3,Cooling Water,31.02,37.0,3.35,18581.0,129.1,9.86,849.1,10109,78.86,81.19,2.55e-05,0.242,0.447,1.77,92.6,3.86,2023-07-10,No,0,Warning,90.4,Low,34.69,54.7,42.68,1898.2,0
REC-01558,2023-07-14,15:00,B,HX-695-A,OP-003,Propylene,54.81,35.57,16.86,10092.0,Cooling Water,30.45,36.89,3.28,17666.0,132.2,10.22,845.0,11412,78.61,77.87,2.88e-05,0.262,0.391,2.58,95.6,3.98,2023-07-10,No,0,Normal,93.5,Low,36.53,49.8,44.83,1897.2,0
REC-01559,2023-07-14,18:00,C,HX-695-A,OP-010,Propylene,58.58,35.17,16.75,9177.9,Cooling Water,29.01,35.9,3.49,18253.7,146.2,12.68,831.2,10608,80.05,78.28,3.15e-05,0.243,0.429,2.2,98.6,4.11,2023-07-10,No,0,Normal,93.6,Low,33.57,53.6,46.03,1884.2,0
REC-01560,2023-07-14,21:00,C,HX-695-A,OP-003,Propylene,55.14,34.49,16.22,10055.5,Cooling Water,28.93,35.73,3.42,17868.7,141.3,11.08,827.4,12500,78.25,76.95,3.45e-05,0.239,0.477,1.76,101.6,4.23,2023-07-10,No,0,Normal,93.3,Low,34.34,58.5,42.36,1892.1,0
REC-01561,2023-07-15,00:00,A,HX-695-A,OP-008,Propylene,55.68,34.34,16.67,9925.8,Cooling Water,28.7,35.59,3.61,17971.3,144.1,11.38,834.3,9064,78.26,79.95,,0.243,0.355,2.14,104.6,4.36,2023-07-10,No,0,Normal,92.8,Low,32.47,53.7,42.7,1883.6,0
REC-01562,2023-07-15,03:00,A,HX-695-A,OP-008,Propylene,54.81,34.27,16.18,10042.4,Cooling Water,28.2,35.26,3.3,17082.0,140.3,11.53,837.5,12005,77.96,78.39,2.55e-05,0.224,0.369,2.16,107.6,4.48,2023-07-10,No,0,Normal,96.0,Low,34.35,53.0,40.71,1895.5,0
REC-01563,2023-07-15,06:00,A,HX-695-A,OP-007,Propylene,53.77,35.04,16.8,9931.9,Cooling Water,30.08,36.0,3.53,18407.1,126.5,10.04,840.0,10593,79.77,80.15,4.07e-05,0.226,0.385,2.08,110.6,4.61,2023-07-10,No,0,Normal,90.4,Low,34.71,52.9,42.97,1902.1,0
REC-01564,2023-07-15,09:00,B,HX-695-A,OP-007,Propylene,53.87,33.42,16.27,9370.7,Cooling Water,28.49,35.02,3.41,17169.5,130.4,10.38,835.3,13344,80.29,80.2,3.57e-05,0.246,0.396,2.32,113.6,4.73,2023-07-10,No,0,Warning,96.6,Low,37.48,51.2,44.29,1896.6,0
REC-01565,2023-07-15,12:00,B,HX-695-A,OP-009,Propylene,52.58,34.32,16.26,9982.5,Cooling Water,29.53,35.43,3.47,,124.1,9.7,833.7,12623,78.43,78.83,2.76e-05,0.228,0.4,2.4,116.6,4.86,2023-07-10,No,0,Normal,95.4,Low,34.62,53.1,40.95,1903.2,0
REC-01566,2023-07-15,15:00,B,HX-695-A,OP-011,Propylene,53.27,33.32,16.84,10449.7,Cooling Water,27.55,34.39,3.47,17842.6,141.9,11.06,830.3,7958,77.46,76.33,3.61e-05,0.221,0.424,2.23,119.6,4.98,2023-07-10,No,0,Normal,95.4,Low,33.68,55.5,50.15,1890.4,0
REC-01567,2023-07-15,18:00,C,HX-695-A,OP-006,Propylene,53.88,35.23,16.68,9448.5,Cooling Water,29.76,35.65,3.43,17515.4,119.9,10.6,822.2,4098,76.91,76.32,4.21e-05,0.234,0.4,2.58,122.6,5.11,2023-07-10,No,0,Fault,93.7,Low,36.23,54.2,45.16,1912.1,0
REC-01568,2023-07-15,21:00,C,HX-695-A,OP-009,Propylene,54.25,,16.28,10043.9,Cooling Water,27.46,34.33,3.62,18237.6,145.7,11.18,826.6,13347,79.38,79.79,3.54e-05,0.235,0.339,2.1,125.6,5.23,2023-07-10,No,0,Warning,94.7,Low,34.88,63.2,46.73,1881.3,0
REC-01569,2023-07-16,00:00,A,HX-695-A,OP-007,Propylene,57.52,34.57,17.03,9177.2,Cooling Water,28.28,35.12,3.28,18023.2,143.4,12.68,843.2,10021,79.0,78.74,4.21e-05,0.219,0.398,1.46,128.6,5.36,2023-07-10,No,0,Warning,89.3,Low,34.03,52.8,39.91,1881.8,0
REC-01570,2023-07-16,03:00,A,HX-695-A,OP-008,Propylene,52.76,34.68,16.04,10405.7,Cooling Water,29.37,35.65,3.44,17515.4,128.0,10.09,834.4,18630,76.79,77.25,3.03e-05,0.269,0.365,2.18,131.6,5.48,2023-07-10,No,0,Normal,95.2,Low,34.99,41.2,42.47,1902.0,0
REC-01571,2023-07-16,06:00,A,HX-695-A,OP-002,Propylene,52.36,34.85,16.41,9826.7,Cooling Water,29.42,35.31,3.64,17095.3,117.1,10.16,,14039,75.98,77.51,3.71e-05,0.226,0.439,2.42,134.6,5.61,2023-07-10,No,0,Normal,93.6,Low,33.73,53.1,46.76,1915.4,0
REC-01572,2023-07-16,09:00,B,HX-695-A,OP-003,Propylene,54.25,33.5,16.2,9360.9,Cooling Water,27.86,33.96,3.3,18648.4,132.2,11.44,829.8,8312,79.2,80.15,3.8e-05,0.214,0.388,1.59,137.6,5.73,2023-07-10,No,0,Normal,93.4,Low,34.91,51.9,43.57,1896.1,0
REC-01573,2023-07-16,12:00,B,HX-695-A,OP-003,Propylene,54.14,36.47,17.26,9629.2,Cooling Water,31.12,36.9,3.27,17241.6,115.8,10.16,826.9,8108,76.57,76.49,4.5e-05,0.247,0.421,1.76,140.6,5.86,2023-07-10,No,0,Normal,92.6,Low,37.25,53.6,48.04,1914.5,0
REC-01574,2023-07-16,15:00,B,HX-695-A,OP-007,Propylene,54.16,34.57,16.67,10080.1,Cooling Water,29.07,35.32,3.12,18493.3,134.4,10.84,825.1,4965,78.03,78.84,4.35e-05,0.216,0.439,2.07,143.6,5.98,2023-07-10,No,0,Normal,89.2,Low,35.56,54.2,34.35,1895.0,0
REC-01575,2023-07-16,18:00,C,HX-695-A,OP-011,Propylene,57.51,34.82,15.66,10143.8,Cooling Water,28.36,35.76,3.31,18217.9,156.7,12.59,829.1,9034,77.65,77.99,3.5e-05,0.246,0.401,1.61,146.6,6.11,2023-07-10,No,0,Normal,92.2,Low,34.1,46.6,43.91,1872.5,0
REC-01576,2023-07-16,21:00,C,HX-695-A,OP-010,Propylene,52.55,,16.22,10233.0,Cooling Water,26.74,33.35,3.47,18061.8,138.9,11.25,821.0,4485,76.53,76.36,4.33e-05,0.25,0.404,1.94,149.6,6.23,2023-07-10,No,0,Warning,,Low,32.32,49.7,39.07,1892.6,0
REC-01577,2023-07-17,00:00,A,HX-695-A,OP-002,Propylene,54.02,34.75,17.0,9519.9,Cooling Water,29.58,35.76,3.38,17388.9,124.9,10.37,832.4,7718,79.15,80.12,3.4e-05,0.244,0.404,1.99,152.6,6.36,2023-07-10,No,0,Normal,88.9,Low,35.4,55.6,42.88,1908.0,0
REC-01577,2023-07-17,00:00,A,HX-695-A,OP-002,Propylene,54.02,34.75,17.0,9519.9,Cooling Water,29.58,35.76,3.38,17388.9,124.9,10.37,832.4,7718,79.15,80.12,3.4e-05,0.244,0.404,1.99,152.6,6.36,2023-07-10,No,0,Normal,88.9,Low,35.4,55.6,42.88,1908.0,0
REC-01578,2023-07-17,03:00,A,HX-695-A,OP-011,Propylene,57.23,34.35,16.58,9363.6,Cooling Water,28.28,34.98,3.3,18700.6,145.8,12.46,829.7,7019,78.85,79.33,3.3e-05,0.195,0.465,2.33,155.6,6.48,2023-07-10,No,1,Normal,87.9,Low,34.38,58.7,38.25,1886.4,0
REC-01579,2023-07-17,06:00,A,HX-695-A,OP-006,Propylene,50.41,,16.32,10127.7,Cooling Water,29.95,35.15,3.49,18473.9,111.8,8.61,840.8,7572,78.64,78.01,4.29e-05,0.219,0.37,1.83,158.6,6.61,2023-07-10,No,0,Normal,92.5,Low,35.61,52.1,46.31,1916.5,0
REC-01580,2023-07-17,09:00,B,HX-695-A,OP-006,Propylene,52.82,34.9,16.37,9409.0,Cooling Water,29.69,35.23,3.48,17810.1,114.8,10.17,816.5,3740,77.75,78.66,5.43e-05,0.226,0.459,2.12,161.6,6.73,2023-07-10,No,0,Warning,88.3,Low,33.91,49.0,36.13,1912.8,0
REC-01581,2023-07-17,12:00,B,HX-695-A,OP-009,Propylene,57.35,35.27,17.01,10043.3,Cooling Water,28.92,36.13,3.39,18011.6,151.0,12.33,828.0,10206,78.02,77.51,4.43e-05,0.215,0.452,1.76,164.6,6.86,2023-07-10,No,0,Normal,88.6,Low,34.03,50.7,47.06,1878.0,0
REC-01582,2023-07-17,15:00,B,HX-695-A,OP-002,Propylene,56.48,32.87,16.26,10290.7,Cooling Water,26.99,34.63,3.35,18608.9,165.4,12.16,828.9,11583,80.11,80.16,4e-05,0.197,0.427,1.64,167.6,6.98,2023-07-10,No,0,Fault,93.1,Low,33.59,54.7,47.96,1867.2,0
REC-01583,2023-07-17,18:00,C,HX-695-A,OP-006,Propylene,53.19,35.84,16.67,9804.1,Cooling Water,30.75,36.45,3.39,17443.3,115.8,9.79,836.5,6755,78.27,77.13,3.69e-05,0.234,0.388,1.76,170.6,7.11,2023-07-10,No,0,Normal,95.1,Low,34.75,59.9,41.78,1915.2,0
REC-01584,2023-07-17,21:00,C,HX-695-A,OP-008,Propylene,53.18,33.12,15.15,9802.2,Cooling Water,27.96,34.49,3.39,17598.3,133.8,10.52,834.8,5075,79.99,78.41,5.12e-05,0.268,0.369,2.12,173.6,7.23,2023-07-10,No,0,Warning,89.9,Low,34.26,58.4,44.02,1888.9,0
REC-01585,2023-07-18,00:00,A,HX-695-A,OP-007,Propylene,53.22,33.48,16.72,9941.6,Cooling Water,28.02,34.64,3.36,17358.1,133.5,10.71,836.6,3257,78.24,79.95,4.8e-05,0.229,0.43,2.48,176.6,7.36,2023-07-10,No,0,Normal,86.0,Low,34.75,52.9,37.58,1893.3,0
REC-01586,2023-07-18,03:00,A,HX-695-A,OP-010,Propylene,52.87,34.03,16.27,9426.9,Cooling Water,28.72,34.59,3.24,17708.3,120.9,10.5,819.8,9316,77.22,77.51,4.08e-05,0.22,0.469,2.39,179.6,7.48,2023-07-10,No,0,Normal,89.8,Low,31.48,55.0,40.42,1911.5,0
REC-01587,2023-07-18,06:00,A,HX-695-A,OP-010,Propylene,54.34,35.89,16.68,8990.5,Cooling Water,30.31,35.39,3.44,19102.7,112.9,10.93,814.6,3000,76.89,75.43,5.83e-05,0.261,0.424,2.58,182.6,7.61,2023-07-10,No,1,Normal,92.3,Low,35.98,54.9,34.67,1917.8,0
REC-01588,2023-07-18,09:00,B,HX-695-A,OP-004,Propylene,54.19,33.56,16.25,10244.7,Cooling Water,27.78,35.05,3.16,17010.7,143.9,11.16,830.1,5826,78.46,76.46,4.48e-05,0.225,0.448,2.16,185.6,7.73,2023-07-10,No,1,Normal,91.1,Low,35.98,52.6,45.98,1887.2,0
REC-01589,2023-07-18,12:00,B,HX-695-A,OP-008,Propylene,55.43,34.76,16.35,9916.2,Cooling Water,29.0,35.44,3.54,18615.0,139.5,11.44,815.3,3000,78.33,78.54,4.93e-05,0.214,0.458,1.93,188.6,7.86,2023-07-10,No,0,Normal,91.0,Low,35.82,47.0,42.72,1890.3,0
REC-01590,2023-07-18,15:00,B,HX-695-A,OP-011,Propylene,52.54,32.08,16.1,9918.1,Cooling Water,26.29,32.9,3.41,17964.6,138.1,11.34,824.8,6611,78.05,76.04,5.88e-05,0.229,0.414,2.04,191.6,7.98,2023-07-10,No,0,Normal,92.1,Low,33.29,46.9,45.94,1888.5,0
REC-01591,2023-07-18,18:00,C,HX-695-A,OP-003,Propylene,54.59,35.34,16.66,10150.6,Cooling Water,29.94,36.58,3.36,17215.2,133.0,10.46,830.0,7691,78.52,77.89,5.04e-05,0.243,0.433,1.71,194.6,8.11,2023-07-10,No,0,Normal,91.6,Low,34.38,52.1,44.63,1891.9,0
REC-01592,2023-07-18,21:00,C,HX-695-A,OP-006,Propylene,49.82,35.01,16.57,9976.6,Cooling Water,30.61,35.57,3.47,17426.6,100.5,8.38,813.7,3000,76.7,78.13,5.95e-05,0.246,0.417,1.9,197.6,8.23,2023-07-10,No,0,Normal,85.7,Low,34.66,61.1,38.92,1929.2,0
REC-01593,2023-07-19,00:00,A,HX-695-A,OP-008,Propylene,54.44,34.97,16.3,10087.8,Cooling Water,29.36,35.72,3.33,18057.9,133.6,10.88,,6690,76.68,77.79,5.97e-05,0.216,0.42,1.81,200.6,8.36,2023-07-10,No,1,Normal,86.0,Low,33.89,66.9,46.2,1898.3,0
REC-01594,2023-07-19,03:00,A,HX-695-A,OP-010,Propylene,,34.86,17.09,9691.2,Cooling Water,29.67,35.83,3.46,17586.0,126.0,10.35,830.6,3000,79.02,78.85,5.5e-05,0.227,0.437,2.26,203.6,8.48,2023-07-10,No,0,Normal,86.1,Low,33.34,62.8,,1897.5,0
REC-01595,2023-07-19,06:00,A,HX-695-A,OP-011,Propylene,50.82,33.8,16.31,9789.5,Cooling Water,28.91,34.42,3.53,,113.4,9.51,,3000,77.99,79.72,6.52e-05,0.269,0.457,1.35,206.6,8.61,2023-07-10,No,0,Normal,89.0,Low,32.35,58.1,45.53,1920.7,0
